full_text,Label,predicted_label
"['nyari', 'referensi', 'jurnal', 'kek', 'babi', 'susahnya']",NoBully,NoBully
"['babi', 'bangetlah', 'si', 'jere', 'woargh', 'ngucapin', 'serapah', 'pun', 'nggak', 'bakal', 'puas', 'gua', 'ngamoknyaðÿðÿ', 'real', 'gue', 'aja', 'udah', 'kehabisan', 'sumpah', 'serapah', 'buat', 'dia', 'ðÿâðÿðÿâðÿ']",NoBully,NoBully
"['babi', 'ngakak', 'bgt']",NoBully,NoBully
"['gue', 'ngingetin', 'ya', 'babi', 'ini', 'sbnrnya', 'gue', 'pengen', 'ngomong', 'dancok', 'loh', 'gue', 'cuma', 'ngingetin', 'kontol', 'gue', 'gedeg', 'banget', 'sama', 'lu', 'sumpah', 'disabarim', 'ga', 'ngerti', 'banget', 'anjing', 'malah', 'makin', 'jadi', 'ngeselin', 'nya']",NoBully,NoBully
"['tau', 'ah', 'mls', 'kalah', 'mulu', 'babi']",NoBully,NoBully
"['gua', 'blm', 'sempet', 'anjir', 'pas', 'gua', 'mau', 'nyari', 'malah', 'udh', 'gk', 'bisa', 'babi', 'bngt']",NoBully,NoBully
"['kwidbeywkwiwkwk', 'babi']",NoBully,NoBully
['jaiwkwjsowksnssjiw'],NoBully,NoBully
"['ðÿðÿðÿðÿðÿðÿðÿ', 'bambam', 'solo', 'concert', 'in', 'mnl']",NoBully,NoBully
['bajinganðÿ'],Bully,Bully
['bajingan'],Bully,Bully
"['ini', 'bajingan', 'tolol', 'dongo', 'banget', 'emang', 'nya', 'di', 'dunia', 'ini', 'rocky', 'gerung', 'doang', 'contoh', 'ibu', 'kau', 'itu', 'kan', 'pelacur', 'kampung', 'kan', 'namanya', 'pelacur', 'kampung', 'banyakbukan', 'ibu', 'mu', 'doang', 'tul', 'gak', 'nyet']",Bully,Bully
"['masaallah', 'amin', 'semoga', 'para', 'bajingan', 'tolol', 'sadar', 'ya']",NoBully,Bully
"['yg', 'lbh', 'bajingan', 'justru', 'mrk', 'yg', 'menjadikan', 'anjing', 'china', 'jadi', 'polisi']",NoBully,NoBully
"['omong', 'kosong', 'kayak', 'ini', 'nggak', 'udh', 'dipercaya', 'cukup', 'pinokio', 'yg', 'jdi', 'buktinya']",NoBully,NoBully
"['dasar', 'lonte', 'bajingan']",Bully,Bully
"['ketika', 'pulau', 'rempang', 'sedang', 'berduka', 'kedua', 'orang', 'in', 'dan', 'kemana', 'aja', 'kok', 'hilang', 'bagaikan', 'di', 'telan', 'bumi', 'apa', 'udah', 'di', 'kubur', 'masih', 'ngepet', 'pindah', 'cari', 'sasaran', 'lain', 'untuk', 'bisnis', 'investorx', 'cobak', 'tanya', 'sama', 'bajingan', 'tolol', 'itu']",Bully,Bully
"['malah', 'nyalain', 'tiktok', 'anjlok', 'itu', 'semenjak', 'lu', 'ada', 'daya', 'beli', 'org', 'pada', 'turun', 'planga', 'plongo']",NoBully,NoBully
"['bulan', 'lagi', 'kamu', 'akan', 'tetap', 'dungu', 'dan', 'menyandang', 'gelar', 'bajingan', 'tolol', 'ðÿ']",NoBully,Bully
"['ini', 'nya', 'apa', 'bajingan']",NoBully,Bully
"['dongo', 'cari', 'uang', 'halal', 'ngerti', 'gak', 'benar', 'bajingan', 'tolol', 'nih', 'orang']",Bully,Bully
"['kades', 'dan', 'pejabat', 'kelurahan', 'sebetulnya', 'itu', 'representasi', 'suara', 'rakyat', 'namun', 'itu', 'harus', 'dilakukan', 'secara', 'adil', 'saat', 'mengambil', 'kesimpulan', 'aspirasi', 'warganya', 'karena', 'pasti', 'ada', 'pro', 'kontra', 'jgn', 'sampai', 'yg', 'kontra', 'teprovokasi', 'kelompok', 'bajingan', 'tolol', 'aman', 'deh']",NoBully,NoBully
"['bajingan', 'tolol', 'mau', 'jelasin', 'apa', 'itu', 'komunis', 'hanya', 'orang', 'komunis', 'yg', 'bersemangat', 'menjelaskan', 'apa', 'itu', 'komunis', 'dongo', 'banget', 'nih', 'orang', 'kena', 'jebakan', 'batman', 'gwe']",Bully,Bully
"['ðÿðÿðÿbuzzerppki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'dua', 'kader', 'abubu', 'in', 'gk', 'bakalan', 'mengalahkan', 'pak', 'anis', 'karna', 'ganjar', 'masih', 'punya', 'kasus', 'korupsi', 'ktp', 'dan', 'wowok', 'para', 'pendukungx', 'udah', 'kecewa', 'munafik']",Bully,Bully
"['terlalu', 'menginjaknginjak', 'diri', 'gue', 'selalu', 'nganggep', 'gue', 'remeh', 'dan', 'selalu', 'ngejadiin', 'gue', 'sasaran', 'empuk', 'buat', 'mereka', 'tindas', 'brengsek', 'bajingan', 'tolol', 'manusia', 'pantek', 'itu']",NoBully,NoBully
"['kalaupun', 'hukum', 'dunia', 'dan', 'hukum', 'alam', 'masih', 'kebal', 'buat', 'camat', 'dan', 'pelaku', 'bajingan', 'ini', 'semoga', 'di', 'akhirat', 'nanti', 'bakal', 'terbalas', 'telak', 'yang', 'kuat', 'dan', 'tabah', 'ya', 'pak', 'samsul', 'allah', 'lagi', 'naikin', 'derajat', 'dan', 'martabat', 'keluarga', 'bapak', 'setinggi', 'langit', 'udah', 'kacau', 'sistem', 'hukum', 'di', 'negara', 'ini', 'ðÿ']",Bully,Bully
"['huft', 'aku', 'gak', 'mengajarkan', 'km', 'untuk', 'mencintai', 'sagitarius', 'bajingan']",NoBully,NoBully
"['temen', 'lama', 'gue', 'yang', 'brengsek', 'bajingan']",NoBully,Bully
"['bukti', 'negeri', 'ini', 'dikuasai', 'oleh', 'para', 'bajingan']",Bully,Bully
"['dasar', 'bajingan', 'tolol']",Bully,Bully
"['jadi', 'emang', 'bener', 'ya', 'cewek', 'lebih', 'suka', 'cowok', 'yang', 'bajingan', 'bilang', 'dia', 'baik', 'banget', 'tapi', 'pengen', 'ninggalin', 'kan', 'kocak', 'anjgðÿ', 'giliran', 'udah', 'disakitin', 'cowok', 'baru', 'lah', 'koar', 'cowok', 'mana', 'yang', 'harus', 'aku', 'percaya', 'ðÿ']",NoBully,NoBully
"['cuma', 'omdo', 'bp', 'presiden', 'ri', 'joäo', 'widodo', 'kepala', 'negara', 'terpopuler', 'di', 'dunia', 'diakui', 'oleh', 'tetangga', 'negara', 'dekatnya', 'sebagai', 'kepala', 'negara', 'yang', 'adem', 'dermawan', 'padahal', 'segelintir', 'orang', 'warga', 'negaranya', 'yang', 'cerdas', 'pengeritik', 'pedas', 'sampai', 'menyebut', 'bajingan', 'tetap', 'tenang']",NoBully,NoBully
"['bajingan', 'tolol']",Bully,Bully
['bajingan'],Bully,Bully
"['kenyataan', 'dan', 'realita', 'hidup', 'memang', 'pedih', 'dan', 'bajingan', 'ðÿ']",NoBully,NoBully
"['bajingan', 'cakep', 'bngt', 'winwin']",NoBully,NoBully
"['aura', 'si', 'emang', 'negatif', 'bajingan', 'dan', 'munafik', 'melekat', 'pd', 'diri', 'si', 'anies']",Bully,Bully
"['yang', 'kerja', 'bajingan', 'tolol', 'korup']",Bully,Bully
"['bajingan', 'tolol', 'yg', 'ga', 'peduli', 'rkyattanah', 'd', 'rampas', 'rajanya', 'pesta', 'porakaya', 'jaman', 'kompeni', 'blanda']",Bully,Bully
"['namanya', 'juga', 'kadrun', 'munafik', 'culas', 'dan', 'bajingan', 'adalah', 'karakternya', 'sama', 'dgn', 'kader']",Bully,Bully
"['yang', 'kerja', 'bajingan', 'tolol']",Bully,Bully
"['ngapain', 'kamu', 'pelet', 'bajingan', 'kayak', 'begitu']",NoBully,NoBully
"['proyek', 'rela', 'dijebak', 'hutang', 'sm', 'kakak', 'besar', 'emang', 'bajingan', 'tolol', 'awal', 'di', 'ajak', 'kakak', 'bsr', 'naik', 'kc', 'di', 'negaranya', 'bikin', 'proyek', 'yg', 'ktnya', 'btob', 'gak', 'pake', 'jaminan', 'apbn', 'bunga', 'hutang', 'jepang', 'hanya', 'anehnya', 'skrg', 'jd', 'bunga', 'molorbengkak', 'koq', 'gak', 'didenda', 'finalty']",NoBully,NoBully
"['bajingan', 'malah', 'jadi', 'satuðÿµ']",Bully,Bully
"['sumpah', 'ya', 'nunggu', 'kabar', 'kontraknya', 'blackpink', 'rasanya', 'kyk', 'waktu', 'gue', 'dulu', 'nunggu', 'kabar', 'mashidam', 'keluar', 'grup', 'ðÿðÿ', 'tiap', 'hari', 'ovt', 'mikir', 'kemungkinan', 'terburuk', 'yg', 'pd', 'akhirnya', 'beneran', 'kejadian', 'cuma', 'emang', 'ditundatunda', 'aja', 'ðÿðÿ', 'kenapa', 'lagi', 'yg', 'nyakitin', 'gue', 'tuh', 'si', 'bajingan', 'satu', 'itu', 'sih']",NoBully,NoBully
"['baca', 'alhamdulillahkan', 'dah', 'dianggap', 'calon', 'surga', 'bila', 'mo', 'dimaduupsðÿš']",NoBully,NoBully
"['mmg', 'bajingan', 'sekali', 'rejim', 'si', 'jokowi']",NoBully,NoBully
"['bajingan', 'emang', 'merasa', 'didzalimi', 'padahal', 'dia', 'yg', 'dzalim']",NoBully,NoBully
"['para', 'bajingan', 'lagi', 'ngabisin', 'duit', 'rakyat']",Bully,Bully
"['baja', 'bajingan', 'ðÿðÿðÿ']",Bully,Bully
"['no', 'komenmo', 'jdi', 'kacung', 'oligarki', 'ke', 'mo', 'jdi', 'artis', 'goblok', 'keitu', 'sih', 'derita', 'lo', 'masa', 'bodoh', 'gue', 'ttp', 'pilih', 'aniesðÿ']",NoBully,NoBully
"['dh', 'bngun', 'atw', 'blm', 'tdur', 'ksian', 'km', 'psti', 'mikirin', 'bajingan', 'itu', 'yh']",NoBully,NoBully
"['bajingan', 'tolol', 'mau', 'luh', 'apa', 'sih', 'nyet', 'elu', 'menghina', 'pilihan', 'orang', 'nyet', 'kalo', 'elu', 'benci', 'agama', 'pindah', 'ke', 'tiongkok', 'komunis', 'aja', 'disana', 'banyak', 'komunitas', 'luh', 'hidup', 'lu', 'dipersulit', 'elu', 'gak', 'suka', 'agama', 'malah', 'tinggal', 'di', 'indo', 'elu', 'bisa', 'mati', 'berdiri', 'kiri', 'kanan', 'semua', 'beragama']",Bully,Bully
"['bajingan', 'tolol', 'mau', 'luh', 'apa', 'sih', 'nyet', 'elu', 'menghina', 'pilihan', 'orang', 'nyet', 'kalo', 'elu', 'benci', 'agama', 'pindah', 'ke', 'tiongkok', 'komunis', 'aja', 'disana', 'banyak', 'komunitas', 'luh', 'hidup', 'lu', 'dipersulit', 'elu', 'gak', 'suka', 'agama', 'malah', 'tinggal', 'di', 'indo', 'elu', 'bisa', 'mati', 'berdiri', 'kiri', 'kanan', 'semua', 'beragama']",Bully,Bully
"['bajingan', 'tolol', 'mau', 'luh', 'apa', 'sih', 'nyet', 'elu', 'menghina', 'pilihan', 'orang', 'nyet', 'kalo', 'elu', 'benci', 'agama', 'pindah', 'ke', 'tiongkok', 'komunis', 'aja', 'disana', 'banyak', 'komunitas', 'luh', 'hidup', 'lu', 'dipersulit', 'elu', 'gak', 'suka', 'agama', 'malah', 'tinggal', 'di', 'indo', 'elu', 'bisa', 'mati', 'berdiri', 'kiri', 'kanan', 'semua', 'beragama']",Bully,Bully
"['konten', 'konten', 'bajingan', 'seperti', 'yg', 'membuat', 'cewe', 'nuntut', 'effort', 'berlebihan', 'ke', 'pasangannya', 'noh', 'nikahin', 'aja', 'noh', 'gampar', 'gampar', 'korea', 'sambil', 'halu']",NoBully,NoBully
"['mka', 'banteng', 'cuma', 'modal', 'congor', 'kita', 'lihat', 'saja', 'alasan', 'apa', 'yg', 'akan', 'dijelaskan', 'pd', 'rakyat', 'bhw', 'dalam', 'satu', 'keluarga', 'tdk', 'boleh', 'ada', 'beda', 'partai', 'pedeipeh', 'mungkin', 'mak', 'banteng', 'yg', 'dipecat', 'sbg', 'ketua', 'dewan', 'pengarah', 'brin', 'dan', 'bpip', 'preman', 'di', 'partainya', 'kembali', 'jadi', 'rampok', 'kalau', 'miskin']",NoBully,NoBully
"['baru', 'tahu', 'apa', 'tujuannya', 'hengkang', 'dari', 'koalisi', 'perubahan', 'ternyata', 'hny', 'bs', 'menjilat', 'penguasa', 'anak', 'mami', 'gak', 'mungkin', 'berani', 'melawan', 'penguasa', 'emang', 'berani', 'bisnisnya', 'dihambat', 'bantuan', 'suntikan', 'dana', 'perbankan', 'sot', 'si', 'wowo', 'dulu']",NoBully,NoBully
"['bajingan', 'tolol', 'penipu', 'raut', 'muka', 'tanpa', 'rasa', 'bersalah', 'tanpa', 'merasa', 'berdosa', 'pemain', 'kawakan']",Bully,Bully
"['bajingan', 'ah', 'rony', 'kesel']",NoBully,NoBully
"['wowo', 'sdh', 'thn', 'puasa', 'kekuasaan', 'sejak', 'mertuanya', 'lengser', 'makanya', 'mengemis', 'dan', 'menghiba', 'pd', 'si', 'bajingan', 'tolol', 'utk', 'dpt', 'jabatan', 'menteri', 'tak', 'perduli', 'pendukungnya', 'dulu', 'kecewa', 'atas', 'sikapnya', 'manusia', 'begini', 'mau', 'dipercaya', 'jadi', 'pemimpin', 'lbh', 'bahaya', 'dari', 'mak', 'banteng', 'menghabiskan', 'asset', 'nkri']",Bully,Bully
"['demi', 'sebuah', 'keuntungan', 'yg', 'sdh', 'diterima', 'sebelumnya', 'lord', 'opung', 'dan', 'si', 'bajingan', 'tolol', 'tak', 'perduli', 'dg', 'rekomendasi', 'komnas', 'ham', 'justru', 'mrk', 'merasa', 'tlh', 'melakukan', 'upaya', 'membangun', 'daerah', 'rempang', 'sbg', 'psn', 'dg', 'landasan', 'peraturan', 'yg', 'dibuat', 'tanpa', 'melibatkan', 'stakeholder', 'lain', 'merekalah', 'banditnya']",NoBully,NoBully
"['bajingan', 'ðÿ']",Bully,Bully
"['macam', 'sanusi', 'termasuk', 'âœbajingan', 'tololâ']",Bully,Bully
"['jongos', 'bajingan', 'tolol', 'ngamukâ', 'kumat', 'epilepsiðÿªðÿðÿªðÿðÿª']",Bully,Bully
"['knp', 'lo', 'ga', 'membuka', 'mata', 'sih', 'yg', 'jelas', 'jelas', 'cinta', 'gua', 'kan', 'elo', 'bajingan', 'masa', 'lalu', 'lo', 'kampret', 'fak', 'masi', 'aja', 'di', 'harepin', 'liat', 'noh', 'gua', 'rela', 'ninggalin', 'masa', 'lalu', 'gua', 'demi', 'siapa', 'demikian', 'taik', 'bukan', 'demi', 'lo', 'lah', 'bangsat']",NoBully,NoBully
"['ini', 'semua', 'merupakan', 'hasil', 'lobby', 'lord', 'opung', 'ke', 'china', 'dia', 'tipu', 'bangsanya', 'sendiri', 'dg', 'alasan', 'investasi', 'pabrik', 'kaca', 'lord', 'opung', 'lah', 'otak', 'segala', 'kekacauan', 'di', 'negeri', 'ini', 'tapi', 'dia', 'pintar', 'memanfaatkan', 'si', 'bajingan', 'tolol', 'seolah', 'dia', 'hny', 'mendapat', 'amanat', 'dan', 'pura', 'bekerja', 'dg', 'penuh', 'tgjwb']",NoBully,NoBully
"['kadang', 'pengen', 'mati', 'muda', 'karena', 'mikir', 'no', 'point', 'in', 'living', 'tapi', 'gua', 'kasian', 'sama', 'nyokap', 'gua', 'kalo', 'gua', 'ga', 'ada', 'pasti', 'dia', 'yang', 'bakalan', 'mikul', 'semuanya', 'sendirian', 'karena', 'semua', 'orang', 'di', 'keluarga', 'gua', 'selain', 'dia', 'pada', 'bajingan', 'atau', 'lazy', 'pos']",NoBully,NoBully
"['emang', 'berani', 'pedeipeh', 'bertindak', 'pengen', 'gak', 'dapat', 'project', 'pemerintah', 'ntar', 'preman', 'di', 'partainya', 'mau', 'dikasih', 'makan', 'apa', 'kalau', 'tdk', 'lagi', 'dpt', 'sumbangan', 'jokowi']",NoBully,NoBully
"['opet', 'kok', 'bajingan']",NoBully,NoBully
"['bajingan', 'mana', 'lagi', 'ini', 'yg', 'bikin', 'ebi', 'tolil']",NoBully,NoBully
"['bajingan', 'hampir', 'kegocek', 'kaya', 'gamungkin', 'mana', 'prediksi', 'kaga', 'ade', 'tuh', 'subtitle', 'engkor']",NoBully,NoBully
"['bajingan', 'fc', 'hold', 'on', 'tight', 'better', 'things', 'gua', 'burik', 'taik']",NoBully,NoBully
"['lebih', 'baik', 'memperbaiki', 'daripada', 'mencari', 'pengganti', 'ðÿ']",NoBully,NoBully
"['sdh', 'penjilat', 'ternyata', 'penghianat', 'bangsa', 'juga', 'banggakan', 'aseng', 'rendahkan', 'anak', 'bangsa', 'dasar', 'bajingan', 'tolol']",Bully,Bully
"['nya', 'gk', 'seh', 'mas']",Bully,Bully
['bajingan'],Bully,Bully
"['lah', 'goblik', 'kenapa', 'kmu', 'pengen', 'dipilih', 'dan', 'dinikahi', 'oleh', 'cowok', 'red', 'flag', 'dlm', 'hal', 'ini', 'kmu', 'klo', 'pinter', 'sebenernya', 'lebih', 'beruntung', 'dripada', 'pacarnya', 'pacarnya', 'gak', 'tau', 'apa', 'nikah', 'sama', 'cowok', 'bajingan']",NoBully,NoBully
"['makin', 'lama', 'makin', 'bajingan', 'juga', 'ya', 'ini', 'lagu']",NoBully,Bully
"['wowo', 'kan', 'sdh', 'jelaskan', 'bhw', 'selama', 'thn', 'belakangan', 'tdk', 'mendapatkan', 'dukungan', 'dari', 'perbankan', 'utk', 'seluruh', 'bisnisnya', 'makanya', 'dia', 'terima', 'pemberian', 'jokowi', 'sbg', 'menteri', 'hny', 'utk', 'menyelamatkan', 'bisnisnya', 'agar', 'dapat', 'suntikan', 'dana', 'bank', 'sekarang', 'rakyat', 'baru', 'tahu', 'tujuan', 'si', 'wowo', 'utk', 'berkuasa']",NoBully,NoBully
"['kalo', 'bsk', 'emang', 'anakanak', 'sm', 'pada', 'ke', 'fxkwangya', 'store', 'gimana', 'yaâ', 'gua', 'pts', 'senin', 'nya', 'bajingan']",NoBully,NoBully
"['bajingan', 'tololanak', 'lonte', 'banteng', 'komunis', 'ngapain', 'luh', 'nyuruh', 'orang', 'takbir', 'kelaperan', 'ya', 'ente', 'kerja', 'makanyajangan', 'males', 'cuci', 'piring', 'kek', 'nyangkul', 'kek', 'kerjaan', 'banyak', 'elu', 'malah', 'pilih', 'uang', 'haram', 'dongo', 'banget']",Bully,Bully
"['luhut', 'biang', 'perampasan', 'luhut', 'biang', 'penjegalan', 'luhut', 'bajingan', 'preman']",Bully,Bully
"['bajingan', 'tolol', 'ini', 'orang', 'iri', 'sama', 'kita', 'mo', 'dukung', 'anies', 'tapi', 'malu', 'karna', 'ni', 'orang', 'banyak', 'dosa', 'maling', 'uang', 'rakyat']",Bully,Bully
"['elu', 'bahas', 'uang', 'mulu', 'kelaperan', 'luh', 'nyet', 'bajingan', 'tololkalo', 'gk', 'punya', 'duit', 'kerja', 'lah', 'bukan', 'nge', 'buzzerp']",Bully,Bully
"['gue', 'marah', 'bgt', 'ya', 'anjg', 'wekwan', 'baju', 'anakâ', 'knp', 'bisa', 'itu', 'lagi', 'bajingan']",NoBully,NoBully
"['bajingan', 'tolol', 'dongo', 'banget', 'pasti', 'mama', 'kau', 'pelacur', 'di', 'pinggir', 'jalan', 'ya', 'kata', 'nya', 'jangan', 'sara', 'eeebajingan', 'tolol', 'menghina', 'agama', 'mulu', 'ciri', 'komunis', 'pkidia', 'yg', 'saratapi', 'dia', 'tuduh', 'orang', 'lain', 'sara']",Bully,Bully
['bajinganðÿ'],Bully,Bully
"['denger', 'yabajingan', 'tolol']",Bully,Bully
"['gue', 'tungguin', 'malah', 'lu', 'kaga', 'update', 'bajingan']",NoBully,NoBully
"['trashford', 'egoise', 'wes', 'ora', 'ketulungan', 'bajingan']",NoBully,NoBully
"['tanpa', 'investasi', 'rakyat', 'udah', 'sejahtera', 'dan', 'udah', 'hidup', 'damai', 'ini', 'mengatasnamakan', 'investasi', 'untuk', 'mencuri', 'tanah', 'rakyat', 'dasar', 'bajingan']",NoBully,NoBully
"['bajingan', 'kena', 'tipu']",NoBully,NoBully
"['you', 'dont', 'deserve', 'this', 'whole', 'feelings', 'nder', 'emang', 'bajingan', 'itu', 'laki', 'but', 'the', 'way', 'that', 'you', 'know', 'he', 'got', 'smone', 'else', 'kenapa', 'masih', 'milih', 'stay', 'kalo', 'kasusnya', 'dikembalikan', 'iya', 'bajingan', 'itu', 'milih', 'kamu', 'dan', 'dia', 'malah', 'ngews', 'sm', 'cewe', 'lain', 'would', 'you', 'be', 'j', 'fine', 'w', 'it']",NoBully,NoBully
"['persis', 'pola', 'orde', 'lamasoekarnorezim', 'pki', 'pesta', 'norak', 'tak', 'beradab', 'disaat', 'rakyat', 'berjuang', 'uhidup', 'dri', 'penderitaan', 'akibat', 'ulah', 'mereka', 'bangsa', 'bajingan', 'kalian']",NoBully,NoBully
"['satu', 'kata', 'buat', 'lu', 'lah', 'mamat', 'bajingan']",Bully,Bully
"['ora', 'iso', 'turu', 'asu', 'bajingan']",Bully,Bully
"['di', 'perlakukan', 'kaya', 'gt', 'sama', 'ex', 'gue', 'slalu', 'di', 'benerin', 'tanpa', 'harus', 'narik', 'baju', 'kaya', 'gt', 'walaupun', 'bajinganjjr', 'gue', 'sebagai', 'cewe', 'sakit', 'hati', 'bgt', 'knp', 'hrs', 'kaya', 'gt', 'tapi', 'setelah', 'itu', 'di', 'buat', 'seneng', 'lagiyg', 'bener', 'gue', 'kangen', 'bgt', 'sama', 'diri', 'gue', 'sebenernyayg', 'ga', 'gampang', 'emosi', 'kaya', 'skrng']",NoBully,NoBully
"['bjir', 'jadi', 'sarang', 'minta', 'putus', 'ke', 'pak', 'gu', 'won', 'itu', 'maksutnya', 'putus', 'kontrak', 'kerja', 'bukan', 'putus', 'pacarannyabajingan', 'gw', 'uda', 'galau', 'di', 'eps', 'tai']",NoBully,NoBully
"['bukan', 'bajingan', 'tp', 'kesayangan', 'ðÿ', 'inisial', 't']",NoBully,NoBully
['bajinganâ'],NoBully,NoBully
"['bsk', 'senin', 'bajingan']",NoBully,NoBully
"['komentarnya', 'rashford', 'asu', 'mctom', 'bajingan', 'dalot', 'ampas', 'peninggalan', 'ole', 'emang', 'ga', 'ada', 'yg', 'bener', 'selain', 'bruno', 'su']",NoBully,NoBully
"['bajingan', 'tenan', 'asu', 'og']",NoBully,NoBully
"['tetep', 'dijalur', 'bajingan', 'soale', 'doyane', 'tempekðÿðÿ']",NoBully,NoBully
"['wong', 'koyo', 'aku', 'ngeneki', 'tetep', 'di', 'cap', 'bajingan']",NoBully,NoBully
"['tuh', 'kakek', 'haram', 'grup', 'bajingan', 'tolol', 'yg', 'sok', 'pintar', 'saran', 'belanja', 'otak', 'biar', 'bisa', 'mikir', 'dan', 'pintar', 'secuil', 'aja', 'tolol', 'jgn', 'di', 'borong', 'semua', 'berbagilah', 'samarata', 'samarasa', 'pada', 'mahluk', 'gorongâ', 'yg', 'lain']",NoBully,NoBully
"['var', 'bajingan', 'tenan', 'wes', 'nggolek', 'gol', 'angel', 'malah', 'di', 'varke', 'lonte']",NoBully,NoBully
"['ini', 'tim', 'bener', 'gak', 'niat', 'menang', 'kontol', 'gajelas', 'pemain', 'fokus', 'stasitik', 'sendiri', 'gak', 'peduli', 'menang', 'kalah', 'bajingan']",NoBully,NoBully
"['bajinganðÿðÿðÿ', 'potret', 'diriku', 'jaman', 'sma', 'ðÿðÿðÿðÿðÿ']",NoBully,NoBully
"['jancok', 'bajingan', 'sabar', 'sabar']",NoBully,NoBully
"['ganti', 'dgn', 'sendiriny', 'bajingan', 'emg', 'orangâ']",NoBully,NoBully
"['bajingan', 'mesti', 'var']",Bully,Bully
"['wasite', 'bajingan']",Bully,Bully
"['bajingan', 'gue', 'kaga', 'ngantuk', 'ðÿ']",NoBully,NoBully
"['bajingan', 'gayeng', 'banget', 'barca', 'versi', 'saiki']",NoBully,NoBully
"['bajingan', 'jongseong', 'kenapa', 'cakep', 'banget', 'wkwk', 'jd', 'pengen', 'balik']",NoBully,NoBully
"['anjing', 'mau', 'ketemu', 'renjun', 'bangsat']",NoBully,NoBully
"['cakep', 'banget', 'bangsat', 'gila']",NoBully,NoBully
"['bangsat', 'baru', 'ijo', 'anjing', 'gausah', 'klakson', 'gak', 'bisa', 'naik', 'motor', 'belajar', 'dulu', 'anjing', 'tolol', 'bahayain', 'orang', 'anjing', 'rausah', 'ngebut', 'cok', 'berisik', 'knalpot', 'jamet', 'kabupaten', 'polisi', 'tidur', 'segede', 'ini', 'buat', 'apa', 'dah', 'ya', 'allah', 'kenapa', 'sih', 'orang', 'orang', 'bego', 'kaya', 'gini', 'dikasih', 'motor']",Bully,Bully
"['a', 'bangsat', 'gatau', 'mau', 'emosi', 'apa', 'ketawa']",NoBully,NoBully
['lfg'],NoBully,NoBully
"['jancok', 'onk', 'ae', 'bangsat', 'sumpah', 'titen', 'ketemu', 'nk', 'dalan', 'yo']",NoBully,NoBully
"['give', 'me', 'tip']",NoBully,NoBully
"['give', 'me', 'tip']",NoBully,NoBully
"['give', 'me', 'tip']",NoBully,NoBully
"['give', 'me', 'tip']",NoBully,NoBully
"['give', 'me', 'tip']",NoBully,NoBully
['lfg'],NoBully,NoBully
['lfg'],NoBully,NoBully
"['hahahahah', 'bangsat', 'terdoktrin', 'cok']",NoBully,NoBully
"['buka', 'tiktok', 'berasa', 'diketawain', 'bangsat']",NoBully,NoBully
"['dm', 'nayla', 'mango', 'bang']",NoBully,NoBully
"['anjing', 'ketiduran', 'bangsat', 'jadi', 'ga', 'bisa', 'liat', 'barca', 'gue', 'kambek']",NoBully,NoBully
"['iya', 'h', 'mahito', 'ini', 'ngeselin', 'bgt', 'bgt', 'tp', 'cakep', 'tp', 'ttp', 'aja', 'ngeselin', 'bangsat']",NoBully,NoBully
"['hah', 'bangsat']",NoBully,NoBully
"['bangsaaat', 'bangsat']",NoBully,NoBully
"['bangsat', 'mau', 'salto', 'aja', 'nih', 'gua']",NoBully,NoBully
"['bangsat', 'pala', 'orang', 'di', 'engkol', 'lu', 'kata', 'rx', 'king']",NoBully,NoBully
"['beneran', 'dikutuk', 'klub', 'ini', 'bangsat', 'tanda', 'tanda', 'bentar', 'lgi', 'pasti', 'kebobolan']",NoBully,NoBully
['bangsat'],NoBully,NoBully
"['paket', 'gue', 'ga', 'gerak', 'anjeng', 'tiki', 'lama', 'bangsat']",NoBully,NoBully
"['tolol', 'anjingngngngngn', 'ciuman', 'trakhir', 'ap', 'ajg', 'smpe', 'melukin', 'pinggang', 'cwe', 'bangsat', 'itu', 'arti', 'nya', 'lo', 'menikmati', 'itu', 'ciuman', 'sama', 'cwek', 'gila', 'itu', 'ajg']",NoBully,NoBully
"['bangsat', 'giliran', 'hanbin', 'di', 'tengah', 'diprotes', 'member', 'lain', 'di', 'tengah', 'ga', 'protes', 'asu', 'itu', 'mereka', 'baru', 'selesai', 'perfom', 'langsung', 'berdiri', 'ga', 'sempat', 'atur', 'barisan', 'itu', 'aja', 'pada', 'ga', 'sesuai', 'official', 'standing', 'ajg']",NoBully,NoBully
"['karna', 'dia', 'gak', 'salah', 'bangsat']",NoBully,NoBully
"['napa', 'jadi', 'gini', 'mainnya', 'bangsat', 'xavi']",NoBully,NoBully
"['gue', 'bnyak', 'fancam', 'jaehuyun', 'ganteng', 'bgt', 'bangsat', 'gue', 'stabilize', 'dlu', 'ye']",NoBully,NoBully
"['bangsat', 'udah', 'cape', 'ngurus', 'acara', 'harus', 'ngurusin', 'nenenin', 'anggota', 'juga']",NoBully,NoBully
"['dm', 'gua', 'bang']",NoBully,NoBully
"['dm', 'bang']",NoBully,NoBully
"['elu', 'anjing', 'bngt', 'anaian', 'lian', 'phayak', 'bangsat', 'lu', 'berdua', 'a', 'baru', 'mulai', 'dah', 'dikasih', 'begituan']",NoBully,NoBully
"['naylamana', 'kirimaja', 'link', 'nya']",NoBully,NoBully
"['bangsat', 'mencoreng', 'nama', 'baik', 'masyarakat', 'plat', 'k']",NoBully,NoBully
